Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Cases,Cuba encouraged by early efficacy results of homegrown COVID-19 vaccine,"Cuba, whose biotech sector has exported vaccines for decades, has five vaccine candidates in clinical trials, of which two - Soberana 2 and Abdala - are in late phase trials. ""In a few weeks we should have the results for the efficacy with three doses which we expect will be superior,"" said Vicente Vérez​, director of the state-run Finlay Vaccine Institute, which developed Soberana 2. The news comes as the Caribbean's largest island is facing its worst outbreak since the start of the pandemic in the wake of the arrival of more contagious variants, setting new records of daily coronavirus cases. The Communist-run country has opted not to import foreign vaccines but rather to rely on its own.",2021-06-25,reuters.com,Global,,,0.1,0.041136363636363624,0.07056818181818181,0.07061796536796536,positive,positive,2021-06-24,2021-06-26,0.10979166666666665,-0.013583333333333341
Shortages,Qatar pledges one million Covid-19 vaccine doses to Pakistan - Pakistan,"The ambassador also applauded the Pakistan government's strategy in ""successfully"" tackling the Covid-19 pandemic. Pakistan has been grappling with vaccine shortages of late, even as 1.55 million doses of the Sinovac vaccine reached Islamabad from China on June 20. The National Command and Control Centre (NCOC) had said in a statement that the batch was part of the ""planned contracted quantity purchased from China"".",2021-06-25,dawn.com,Global,,,0.0,0.225,0.1125,0.07061796536796536,positive,positive,2021-06-24,2021-06-26,0.10979166666666665,-0.013583333333333341
Cases,"Houston hospital workers fired, resign over COVID-19 vaccine requirement",A spokesperson for Houston Methodist hospital system said 153 employees either resigned in the two-week suspension period or were terminated on Tuesday. The case over how far health care institutions can go to protect patients and others against the coronavirus has been closely watched. It's believed to be the first of its kind in the U.S. But it won't be the end of the debate.,2021-06-25,omaha.com,Global,,,0.0,0.31666666666666665,0.15833333333333333,0.07061796536796536,positive,positive,2021-06-24,2021-06-26,0.10979166666666665,-0.013583333333333341
Quarantine,CSCU regents: All returning students will need COVID-19 vaccinations starting this fall,"Professors say schools need ""herd immunity"" to avoid dangerous outbreaks. ""Young people in the age range of most of our students have lower rates of vaccination than other segments of the population,"" says CCSU professor Dr. Julia Blau. Dr. Jess Kraybill, who caught COVID-19 teaching at Westconn in Danbury, says she's still suffering from ""long-haul"" symptoms 16 months later. ""I had to get a special chair to use in the shower because I was too weak to be able to stand up for more than 20 seconds or so,"" says Kraybill. Students can request waivers even for non-medical reasons, but they might have to test and quarantine. The details are still up in the air. ""There are students who have genuine concerns about what the vaccine requirement will mean for them upon returning to school,"" says Audr",2021-06-25,bronx.news12.com,Global,,,0.0,0.08587662337662337,0.042938311688311685,0.07061796536796536,positive,positive,2021-06-24,2021-06-26,0.10979166666666665,-0.013583333333333341
Cases,Philippines president threatens to arrest refusers of COVID-19 vaccine,"MANILA, Philippines - Philippines President Rodrigo Duterte on Monday threatened to imprison citizens who refuse to get a COVID-19 vaccine as the nation continues to be a hotspot for the novel coronavirus in Asia. The country has recorded more than 1.3 million COVID-19 cases and over 23,000 deaths. Duterte, who has long been known for his brazen public outbursts, said that he would have anyone who refuses to get the vaccine be arrested and have it injected into their ""butt."" ""Don't get me wrong.",2021-06-25,fox13news.com,Global,,,-0.05,-0.012499999999999997,-0.03125,0.07061796536796536,negative,positive,2021-06-24,2021-06-26,0.10979166666666665,-0.013583333333333341
Covid19,Hawks All-Star Dikembe Mutombo backs usine drones to deliver COVID-19 vaccine,"The former Atlanta Hawks great turned humanitarian knows the DRC is vulnerable to another outbreak. According to the World Health Organization, just 0.1% of the Congolese population has received the first dose of a COVID-19 vaccine. ""We are living with hope, that this thing will not get worse, as we've seen in India and South Africa and other places,"" Mutombo says. ""We're praying a lot.""",2021-06-26,fox5atlanta.com,Global,,,0.0,0.00416666666666667,0.002083333333333335,-0.013583333333333341,positive,negative,2021-06-25,2021-06-27,0.07061796536796536,0.0971614357864358
Covid19,Misinformation About WHO's COVID-19 Vaccine Guidance for Children,"Vaccine trials for children are ongoing and WHO will update its recommendations when the evidence or epidemiological situation warrants a change in policy. So, the WHO says the Pfizer/BioNTech vaccine may be used for children 12 and up. And out of concern for countries where the vaccine supply is still very low — not concern about the safety of the vaccine — the WHO recommends the shots be prioritized for individuals age 12 to 15 who are at high risk for COVID-19, specifically.",2021-06-26,factcheck.org,,Pfizer,PFE,0.0,0.08,0.04,-0.013583333333333341,positive,negative,2021-06-25,2021-06-27,0.07061796536796536,0.0971614357864358
Falsehoods,False posts circulate in Thailand about the use of anaesthesia after Covid-19 vaccination,"As of June 25, 2021, AFP has found no credible death report related to the use of anaesthesia after Covid-19 vaccination. The false claim was also debunked by Thailand's Anti-Fake News Centre, a government-run platform within the Ministry of Digital Economy and Society. Purported warning on the vaccine packages Thailand is administering AstraZeneca and Sinovac's CoronaVac Covid-19 jabs as part of its vaccination drive.",2021-06-26,factcheck.afp.com,Global,,,-0.4000000000000001,-0.15000000000000002,-0.275,-0.013583333333333341,negative,negative,2021-06-25,2021-06-27,0.07061796536796536,0.0971614357864358
Covid19,Madagascar starts Covid-19 vaccinations after surge in cases,"They followed a surge in infections which saw some schools and community centers transformed into treatment facilities. ""I'll be back for the second dose, I'm already ready for it. I encourage people to get vaccinated because it is good to fight against the coronavirus. Many people are infected and have died from this disease,"" said Hanitra Lovasoa Rasoarimalala, a civil servant after being vaccinated.",2021-06-26,africanews.com,Global,,,0.0,0.27999999999999997,0.13999999999999999,-0.013583333333333341,positive,negative,2021-06-25,2021-06-27,0.07061796536796536,0.0971614357864358
Prices,Bolsonaro denies wrongdoing in Brazil COVID-19 vaccine deal ahead of testimony,"Luís Ricardo Miranda, a Health Ministry official, said this week he told Bolsonaro about irregularities in the deal. The contract is being probed by federal prosecutors and lawmakers to see why the government struck a speedy agreement with Bharat after COVID-19 vaccine offers from Pfizer at a lower price were ignored. Miranda has told prosecutors he was pressured by Alex Lial Marinho, an aide to one of Bolsonaro's closest allies, former Health Minister Eduardo Pazuello.",2021-06-26,channelnewsasia.com,Global,Pfizer,PFE,0.0,0.05,0.025,-0.013583333333333341,positive,negative,2021-06-25,2021-06-27,0.07061796536796536,0.0971614357864358
Testing,"CDC awards $1,497,451 to expand Micronesia's COVID-19 vaccine programs","These awards are part of ongoing efforts by CDC and the U.S. Department of Health and Human Services (HHS) to increase public education, awareness, and access to COVID-19 vaccines and strengthen health equity. • Last week, HHS launched the COVID-19 Community Corps – a nationwide, grassroots network of community leaders people know and trust, to encourage Americans to get vaccinated. Community Corps members will receive weekly updates on the latest scientific and medical updates, talking points about the vaccine, social media suggestions, infographics, factsheets with timely and accurate information, and tools to help people get registered for an appointment and vaccinated. The Community Corps launched on Thursday, April 1 with over 275 founding members, and as of Friday, April 2, more than",2021-06-27,kpress.info,,,,0.0,0.17916666666666667,0.08958333333333333,0.0971614357864358,positive,positive,2021-06-26,2021-06-28,-0.013583333333333341,0.0358814443132625
Cases,Many states hesitant to require digital proof of COVID-19 vaccine,"The Centers for Disease Control and Prevention still recommends masks when dining or gathering indoors for those who aren't fully vaccinated. But few states require it, and most businesses rely on voluntary compliance — even in places with low vaccination rates where COVID-19 cases are climbing. Digital vaccine verification programs could make it easier to enforce safeguards and tamp down new outbreaks. ""But that only works when you have mass adoption, and mass adoption requires trust and actual buy-in with what the state health department is doing, which is not necessarily present in all states,"" said Alan Butler, executive director of the Electronic Privacy Information Center, a Washington-based nonprofit organization.",2021-06-27,5newsonline.com,Global,,,0.25,0.018080808080808072,0.13404040404040404,0.0971614357864358,positive,positive,2021-06-26,2021-06-28,-0.013583333333333341,0.0358814443132625
Covid19,How do covid-19 vaccines affect your periods? Here's what we know," By Chrissie Giles New Scientist Default Image / Scientists are still learning about the potential effects of covid-19 vaccines on menstruation Steve Taylor/SOPA Images/LightRocket via Getty Images In February, Kate Clancy at the University of Illinois in the US, tweeted that she had got her period early and was bleeding heavily following her first dose of the Moderna coronavirus vaccine, and asked if others had a similar experience. Such was the response online that just 21 minutes later she had decided to set up a research survey to study the issue. Answers from that study will be forthcoming, but preliminary data from the UK …",2021-06-27,newscientist.com,Global,Moderna,MRNA,0.0,0.06079545454545454,0.03039772727272727,0.0971614357864358,positive,positive,2021-06-26,2021-06-28,-0.013583333333333341,0.0358814443132625
Cases,Indian PM chairs review meeting on COVID-19 vaccination drive,"The highly transmissible Delta Plus variant was first detected in three states - Madhya Pradesh, Kerala and Maharashtra earlier this week and in the following days, it has been detected in Punjab, Indian-controlled Kashmir, Karnataka, Tamil Nadu, Andhra Pradesh and Rajasthan. India's federal government said on Thursday that distribution of COVID-19 vaccines was being done in a transparent manner based on the population, caseload, utilization efficiency and wastage factors of a state. The federal health ministry said the country's national COVID-19 vaccination program was built on scientific and epidemiological evidence, World Health Organization guidelines and global best practices.",2021-06-27,indiagazette.com,Global,,,0.0,0.23500000000000001,0.11750000000000001,0.0971614357864358,positive,positive,2021-06-26,2021-06-28,-0.013583333333333341,0.0358814443132625
Cases,New arrival of Chinese COVID-19 vaccines gives another boost to Cambodia's inoculation drive,"As of June 25, some 6.6 million vaccines have been administered in the kingdom, with 3.8 million people receiving their first dose and 2.8 million having completed the two-dose inoculation, according to health ministry's secretary of state and spokeswoman Or Vandine. Cambodia's COVID-19 infection rates continued to rise on Saturday as the kingdom reported 745 new cases, pushing the national caseload to 46,810, the health ministry said in a statement. The country also recorded 14 new fatalities, taking the overall death toll to 523 so far, the ministry said, adding that 670 more patients recovered, bringing the total number of recoveries to 41,439.",2021-06-27,macaubusiness.com,Global,,,0.06818181818181818,0.16038961038961036,0.11428571428571427,0.0971614357864358,positive,positive,2021-06-26,2021-06-28,-0.013583333333333341,0.0358814443132625
Covid19,Over 7 million COVID-19 vaccine doses administered in Peru | News | ANDINA,"To date, the Transition and Emergency Government has administered around 7. 1 million doses of the COVID-19 vaccine nationwide, including the first and second shot. More than 2.9 million people have received two doses, which means they are fully immunized against the novel coronavirus. According to the Unified National Health Information System of the Ministry of Health, of the 7,114,722 jabs, 4,209,958 were for the first dose, while the remaining 2,904,764 were second dose jabs.",2021-06-28,andina.pe,Peru,,,0.0,0.2,0.1,0.0358814443132625,positive,positive,2021-06-27,2021-06-29,0.0971614357864358,0.07182070707070706
Quarantine,"COVID-19 vaccination 'not a magic bullet', other forms of protection will still be needed","It has been confirmed the man is infected with the highly infectious Delta variant, which is more transmissible than other strains and potentially more harmful than the original virus and its variants. It's understood the man was infectious while in the country, prompting the Government to take a precautionary approach and plunge the capital under alert level 2 of the COVID-19 response - restrictions were extended for an additional 48 hours on Sunday. But as the Government continues to rely on gathering caps and social distancing, Ardern made it clear increased levels of vaccination will not serve as the ""magic bullet"" in New Zealand's defence against the virus. ""It's not a magic bullet.",2021-06-28,msn.com,Global,,,-0.1875,0.21179063360881542,0.01214531680440771,0.0358814443132625,positive,positive,2021-06-27,2021-06-29,0.0971614357864358,0.07182070707070706
Covid19,Covid-19 vaccination: Unions NSW call for jab paid time off,"Workers can't even use their sick leave to get vaccinated under the national employment standards. This needs to be fixed, immediately."" NSW residents line up to receive their COVID-19 vaccination at the NSW Health Vaccination hub in Olympic Park. Picture: NCA NewsWire/Bianca De Marchi Mr Morey believes the move would set a standard the NSW government could then take to national cabinet and push for the federal government to make vaccination leave a right for all full-time workers.",2021-06-28,dailytelegraph.com.au,Australia,,,0.0,-0.08214285714285716,-0.04107142857142858,0.0358814443132625,negative,positive,2021-06-27,2021-06-29,0.0971614357864358,0.07182070707070706
Testing,"Benefits of mRNA Covid-19 vaccines outweigh risk of vaccination, say experts in Singapore in response to letter from doctors | Singapore","15-year-old Erin Rae Yeo receiving her Covid-19 vaccination at Bishan Community Club on June 3, 2021. — Singapore Ministry of Education pic via TODAY Follow us on Instagram and subscribe to our Telegram channel for the latest updates. SINGAPORE, June 28 — The expert committee on Covid-19 vaccination has reiterated its stance that the benefits of receiving messenger ribonucleic acid (mRNA) Covid-19 vaccines continue to outweigh the risks of vaccination, in response to another open letter from a group of doctors, this time calling for vaccination of youths to be halted.",2021-06-28,malaymail.com,Global,,,0.0,0.25,0.125,0.0358814443132625,positive,positive,2021-06-27,2021-06-29,0.0971614357864358,0.07182070707070706
Testing,This CNN Hero is fighting to save lives in Philadelphia's communities of color through Covid-19 vaccination and testing,"This CNN Hero is fighting to save lives in Philadelphia's communities of color through Covid-19 vaccination and testing By Kathleen Toner, CNN Wkbt 1920x1080 Earlier this week, Philadelphia Mayor Jim Kenney announced that 70% of the city's adults had received at least one dose of the coronavirus vaccine — reaching President Biden's goal for the nation ahead of schedule. Yet that doesn't tell the whole story.",2021-06-28,news8000.com,Global,,,0.0,-0.033333333333333326,-0.016666666666666663,0.0358814443132625,negative,positive,2021-06-27,2021-06-29,0.0971614357864358,0.07182070707070706
Cases,All Ontario adults can move up second COVID-19 vaccine appointment starting Monday,"That phase of the reopening plan will allow indoor gatherings of up to five people and see hair salons resume operation for the first time in months. Ontario reported 210 new COVID-19 cases on Monday and three deaths from the virus. Provincial data said as of Monday, over 77 per cent of adults had received at least one dose of a COVID-19 vaccine and more than 35 per cent were fully vaccinated.",2021-06-29,vancouverisawesome.com,Global,,,0.0,0.1465909090909091,0.07329545454545455,0.07182070707070706,positive,positive,2021-06-28,2021-06-30,0.0358814443132625,0.0022683288933288805
Covid19,"Study: Protection from Pfizer, Moderna COVID-19 vaccine may last years; 'This is truly remarkable'",The study focused on B cells found in the germinal center in lymph nodes of people who had received the vaccines. Researchers found a high level of activity among the B cells and antibody-secreting plasmablasts for at least 12 weeks after the second dose of the vaccine. The level of activity suggests the body's immune system was poised to keep churning out new antibodies to protect against the coronavirus.,2021-06-29,fox17online.com,Global,"Moderna, Pfizer",,0.375,-0.1006060606060606,0.1371969696969697,0.07182070707070706,positive,positive,2021-06-28,2021-06-30,0.0358814443132625,0.0022683288933288805
Cases,Overnight Health Care: Study finds sign of long-lasting protection from COVID-19 vaccines | Poll: Nearly 30 percent say COVID-19 pandemic is over in US | Juul to pay $40 million to settle NC lawsuit,"Read more here. Poll: Nearly 30 percent say COVID-19 pandemic is over in US Almost 30 percent of Americans said in a poll released Monday that the COVID-19 pandemic is over in the U.S., as cases, hospitalizations and deaths have dropped amid vaccinations. A Gallup poll determined that 29 percent of U.S. adults have concluded the coronavirus pandemic that disrupted the country and world over the past year has ended.",2021-06-29,thehill.com,Global,,,0.1,0.11666666666666665,0.10833333333333334,0.07182070707070706,positive,positive,2021-06-28,2021-06-30,0.0358814443132625,0.0022683288933288805
Cases,"Health Centres Open During Lockdown To Facilitate Covid-19 Vaccine Second Dose, Says PM Harris","He as a result encouraged that during the 24-hour lockdown period that persons requiring the second dose of the vaccine to go to their health centres to be vaccinated so as to be fully vaccinated. He however, reminded them that they should carry with them their vaccination card which shows that they have already received the first dose, and a government issued ID in case the police were to stop them and to demand proof for them being on the road. ""The more people have the second dose, the higher the protection in the community, and this in itself would provide a barrier against significant infections going forward because the vaccine is the most powerful tool which we have in the fight against Covid-19,"" pointed out the Honourable Prime Minister. ""The more persons therefore armed with it, ",2021-06-29,zizonline.com,Global,,,0.0,0.2972222222222222,0.1486111111111111,0.07182070707070706,positive,positive,2021-06-28,2021-06-30,0.0358814443132625,0.0022683288933288805
Covid19,Chatham-Kent close to COVID-19 vaccination milestone,"Article content Chatham-Kent is nearing 100,000 doses of COVID-19 vaccine administered. As of Monday morning, 93,668 doses had been given, including approximately 10,000 in the past week. Dr. David Colby, Chatham-Kent's medical officer of health, continues to urge the vaccine hesitant to book an appointment. ""Please look at the science.",2021-06-29,woodstocksentinelreview.com,Global,,,0.0,-0.21666666666666667,-0.10833333333333334,0.07182070707070706,negative,positive,2021-06-28,2021-06-30,0.0358814443132625,0.0022683288933288805
Covid19,Guatemala asks Russia to return money over failure to deliver Sputnik COVID-19 vaccine,"text, letter: FILE PHOTO: Vaccination against the coronavirus disease (COVID-19) at a food mall in Moscow © Reuters/SHAMIL ZHUMATOV FILE PHOTO: Vaccination against the coronavirus disease (COVID-19) at a food mall in Moscow GUATEMALA CITY (Reuters) - Guatemalan Health Minister Amelia Flores said on Tuesday that the government had asked Russia to return money already paid for doses of the Sputnik V COVID-19 vaccine because of non-delivery. The government of President Alejandro Giammattei paid some $80 million in early April for a supply of 8 million doses of the vaccine. So far, it has received just 150,000 of those, the government said, while COVID-19 infections in the Central American country have risen to a peak. a group of people looking at a phone: FILE PHOTO: The spread of the coronav",2021-06-30,msn.com,Global,,,-0.3166666666666667,0.05,-0.13333333333333336,0.0022683288933288805,negative,positive,2021-06-29,2021-07-01,0.07182070707070706,0.019689879234522086
Cases,India's Cipla Given Approval to Distribute Moderna's COVID-19 Vaccine,"The delta variant of COVID-19, which was first detected in India, has now been identified in more than 80 countries and continues to spread rapidly across the globe. Portugal, Spain and Hong Kong have announced new restrictions on travelers from Britain, where nearly 95% of its COVID-19 cases are of the delta variant. The United States on Monday raised its travel advisories to Liberia, Uganda, Mozambique and Zambia and United Arab Emirates to Level 4 - ""Do not travel"" - due to their increasing rates of COVID-19 infections.",2021-06-30,sydneysun.com,Global,Moderna,MRNA,0.0,0.17227272727272727,0.08613636363636364,0.0022683288933288805,positive,positive,2021-06-29,2021-07-01,0.07182070707070706,0.019689879234522086
Cases,U.S. COVID-19 vaccination slows down as Delta variant infections climb,"© Provided by Xinhua The 7-day average number of administered COVID-19 vaccine doses per day has decreased by 55.3 percent from the previous week. The infections caused by the Delta variant now account for one fifth of the newly diagnosed COVID-19 cases in the United States, according the CDC. WASHINGTON, June 29 (Xinhua) -- The COVID-19 vaccination in the United States is slowing down while the highly transmissible Delta variant has spread to nearly every state, fueling experts' fear about potential COVID-19 spikes.",2021-06-30,theusnews.com,Global,,,-0.15555555555555559,-0.059482323232323234,-0.10751893939393942,0.0022683288933288805,negative,positive,2021-06-29,2021-07-01,0.07182070707070706,0.019689879234522086
Cases,Health district concerned low COVID-19 vaccination rates will hurt rural counties,"As the demand for the COVID-19 vaccine continues to slow down, smaller and more rural communities are seeing lower vaccination rates than their urban counterparts in Iowa and Nebraska. Greiner said around this time in 2020, her team spent much of its time contact tracing cases. While they are grateful to be able to focus on vaccine outreach, Greiner and experts at Nebraska Medicine expressed concern as new strains of the virus spread. ""We've gone through all of those people, and now it's just the people that are coming in for their first doses, and it's just not very many,"" she said. ""I think that it possibly can happen, and if everybody does their part, and everybody stays vigilant, that hopefully, it won't be as bad as what it could be."" ""Those communities are not immune, they're not pro",2021-06-30,msn.com,Global,,,0.0,0.009892884892884892,0.004946442446442446,0.0022683288933288805,positive,positive,2021-06-29,2021-07-01,0.07182070707070706,0.019689879234522086
Cases,State & Health Care Systems Aim To Preserve COVID-19 Vaccines,"Health leaders are also warning against the Covid-19 delta variant. The latest variant was first identified in India has since spread to the U.K. , U.S. and Connecticut with 43 confirmed cases around the state, according to DPH. ""This one is probably 60% more effective in transmission as compared to other viruses,"" said Dr. Ulysses Wu, chief epidemiologist at Hartford Healthcare. ""It seems to be a much more fit virus as compared to some of the other viruses."" Wu tells NBC Connecticut there is cause for concern if the variant continues to spread.",2021-06-30,nbcconnecticut.com,Global,,,0.0,0.3222222222222222,0.1611111111111111,0.0022683288933288805,positive,positive,2021-06-29,2021-07-01,0.07182070707070706,0.019689879234522086
Falsehoods,Facebook Launches Initiative to Drive COVID-19 Vaccine Equity,"The social media giant launched a new media literacy partnership with PEN America to address COVID-19 and vaccine misinformation in underserved communities. ""PEN America has long raised the alarm about the threat disinformation poses to civic discourse and democracy; in the context of the pandemic, we now see how it also threatens public health and the revitalization of the economy,"" said Dru Menaker, PEN America Chief Operating Officer in a statement. ""And we have always believed in the importance of solutions that inoculate individuals against disinformation, empower trusted messengers to be disinformation disruptors within their communities, and respond creatively to these mutating threats. With communities of color and other underserved communities disproportionately affected by both t",2021-07-01,essence.com,Global,,,0.0,0.07067099567099566,0.03533549783549783,0.019689879234522086,positive,positive,2021-06-30,2021-07-02,0.0022683288933288805,0.01193732782369146
Covid19,No indictment for doctor accused of COVID-19 vaccine theft,"The board also found there were no protocols for Gokal to follow and he relied on state guidance to not waste the vaccine. In Wisconsin, a former pharmacist who purposefully ruined more than 500 doses of COVID-19 vaccine was sentenced to three years in prison on June 8. ___ Follow Juan A. Lozano on Twitter: https://twitter.com/juanlozano70 Juan A.",2021-07-01,680news.com,Global,,,0.0,0.19999999999999998,0.09999999999999999,0.019689879234522086,positive,positive,2021-06-30,2021-07-02,0.0022683288933288805,0.01193732782369146
Masks,70% of RCD residents have received at least one dose of COVID-19 vaccine,"The breakdown is 43.7 per cent of residents aged 12 and over have received one dose and 27 per cent are fully vaccinated, according to the June 30 news brief released by the RCD COVID-19 Vaccine Communications Committee. The committee is reminding residents even if you have been vaccinated, it is important to continue following public health measures, such as physical distancing, wearing a mask and hand hygiene. As of June 28, all Ontarians aged 18 and over who have received their first dose of an mRNA COVID-19 vaccine are eligible to book their second dose appointment.",2021-07-01,napaneeguide.com,Global,,,-0.3,0.045000000000000005,-0.1275,0.019689879234522086,negative,positive,2021-06-30,2021-07-02,0.0022683288933288805,0.01193732782369146
Cases,COVID-19 vaccination and heart issues: Here's a doctor's explanation,"Most patients who developed myocarditis recover quickly. COVID-19 doesn't usually affect the heart, but myocarditis has been reported as a long-term complication following COVID-19 infection in limited cases. More research is needed in this area.",2021-07-01,journalstar.com,Global,,,0.0,0.15884353741496599,0.07942176870748299,0.019689879234522086,positive,positive,2021-06-30,2021-07-02,0.0022683288933288805,0.01193732782369146
Covid19,Pfizer to request COVID-19 vaccine emergency approval for kids ages 5-11 by fall,"Younger children could become eligible for a COVID-19 vaccine this fall, according to a top executive at Pfizer who noted plans to request emergency approval for use of its vaccine in kids aged 5 to 11 by September or October. Dr. Alejandra Gurtman, vice president of vaccine clinical research and development at Pfizer, appeared along with representatives from other major drugmakers to talk data and timelines behind pediatric clinical trials Thursday during a Johns Hopkins University-University of Washington Pfizer's COVID-19 vaccine is currently authorized for use in individuals aged 12 and older. ""With this data, we felt very comfortable to move down in age,"" Gurtman said, speaking to the trials involving participants aged 6 months to 11 years.",2021-07-01,fox26houston.com,Global,Pfizer,PFE,0.0,0.02238425925925926,0.01119212962962963,0.019689879234522086,positive,positive,2021-06-30,2021-07-02,0.0022683288933288805,0.01193732782369146
Cases,States With the Highest COVID-19 Vaccination Rates Heading Into Summer,"Photo Credit: Alamy Stock Photo Photo Credit: Alamy Stock Photo After more than a year of living through COVID-19, the worst of the pandemic in the U.S. appears to be over. Daily cases peaked in early January at more than 250,000 per day, but ever since, the U.S. has seen sharp declines in COVID-19 positive cases, even as more contagious variants have emerged. Now, the U.S. is looking toward a summer that might finally look a little closer to normal.",2021-07-02,wfav951.com,Global,,,0.0,0.06043388429752066,0.03021694214876033,0.01193732782369146,positive,positive,2021-07-01,2021-07-03,0.019689879234522086,0.0677070707070707
Covid19,"Latvia approaching EU average regarding Covid-19 vaccination, but still ranks near bottom","RIGA - Latvia still is last but one in the EU by the share of people who received the first dose of Covid-19 vaccine, but the vaccination pace has improved considerably, allowing Latvia to near the average indicator, according to the European Center for Disease Prevention and Control (CDC) for the time period until May 30. Three weeks ago, ECDC reported that 13.9 percent of adult population have received the first vaccine dose, a week later this indicator rose to 19.9 percent and currently it is at least 29.2 percent. Thus, this indicator is by 15.3 percentage points higher than in Bulgaria who is in the last position in the EU by vaccination, and by 1.8 percentage points lower than in Romania that ranked third.",2021-07-02,baltictimes.com,Global,,,-0.016666666666666663,0.07333333333333332,0.02833333333333333,0.01193732782369146,positive,positive,2021-07-01,2021-07-03,0.019689879234522086,0.0677070707070707
Covid19,DOH official optimistic but bigger trials needed for COVID-19 vaccine mix-and-match,The Philippines breached the 10-million mark in total doses administered this week. It hopes to fully inoculate 70 million Filipinos against COVID-19 by year-end.,2021-07-02,cnnphilippines.com,Global,,,0.0,0.0,0.0,0.01193732782369146,neutral,positive,2021-07-01,2021-07-03,0.019689879234522086,0.0677070707070707
Covid19,Bridging the COVID-19 vaccine divide - Vanguard News,"The measure will help strengthen health systems, ensure robust cold-chains, purchase equipment, train staff and build up COVID-19 vaccine production capacity in Africa. Just as COVID-19 has proved to be a common enemy to every country irrespective of their economic and industrial standing, efforts to beat it must be uniformly undertaken.",2021-07-02,vanguardngr.com,Global,,,0.0,-0.04999999999999999,-0.024999999999999994,0.01193732782369146,negative,positive,2021-07-01,2021-07-03,0.019689879234522086,0.0677070707070707
Covid19,'I was excited at first but confused' - People in 20s invited for Covid-19 vaccine,The new Covid 19 vaccination facility in South Auckland / Some people in their 20s were uncertain why they had received an invitation to book for vaccination. / Photo: / / Screenshot of the Covid-19 vaccination message. The texts on Wednesday telling people to book an appointment caused confusion among some younger people with no obvious health problems who received it. no metadata / At present people in group 3 - those over 65 or with underlying health conditions - are getting inoculations. One woman told RNZ she called to ask why she would qualify for group 3 but the person she spoke to could not tell her.,2021-07-02,rnz.co.nz,New Zealand,,,0.075,-0.022727272727272728,0.026136363636363635,0.01193732782369146,positive,positive,2021-07-01,2021-07-03,0.019689879234522086,0.0677070707070707
Covid19,Celebrities come together to back new Covid-19 vaccine campaign,"The song is being used with the permission of the estate of Cy Coleman, who wrote it with Dorothy Fields. Coronavirus – Sat Jul 3, 2021 / Singer Nicola Roberts is starring in the campaign (Standalone Pictures/DHSC/PA) The film first sees Broadbent enter an empty theatre before celebrities including Walliams, actors Asa Butterfield, Colin Salmon, Derek Jacobi and Don Warrington, and singer Nicola Roberts take to the stage to perform the song. In between the dancing, Butterfield calls on viewers to ""get that vaccine"", while Warrington says ""I've had mine"" and Broadbent adds: ""Just get that vaccine.""",2021-07-03,darlingtonandstocktontimes.co.uk,,,,0.06818181818181818,0.075,0.0715909090909091,0.0677070707070707,positive,positive,2021-07-02,2021-07-04,0.01193732782369146,0.11856363636363636
Testing,Minnesotan helps develop vials for COVID-19 vaccine,"Mattson said. Mattson is part of a team of Corning employees that learns how the physics of various inventions work on a small scale, and then tests different processes to find out what works on a larger scale and what doesn't. ""I'm trying to figure out what the process variables are that we can tune, like speed or temperature or concentration of a particular chemical,"" he said. ""Those are the types of levers we get to pull."" The vials are in high demand by pharmaceutical companies producing COVID-19 vaccines.",2021-07-03,brainerddispatch.com,Global,,,0.0,0.012777777777777777,0.006388888888888888,0.0677070707070707,positive,positive,2021-07-02,2021-07-04,0.01193732782369146,0.11856363636363636
Covid19,Tuskegee relatives promote COVID-19 vaccines in ad campaign,"Vaccines are highly effective against COVID-19. Yet U.S. vaccination rates are lower than government goals, with 46% fully vaccinated while 54%, have received one dose. People of color have lagged behind White Americans in getting the shots.",2021-07-03,newsandtribune.com,Global,,,0.0,0.06666666666666665,0.033333333333333326,0.0677070707070707,positive,positive,2021-07-02,2021-07-04,0.01193732782369146,0.11856363636363636
Cases,"Despite ally donations, few Venezuelans get COVID-19 vaccine","They're clearly not, in essence, ramping up to deliver on any scale,"" she said. Venezuela has recorded more than 274,000 cases and over 3,100 deaths of COVID-19, according to Johns Hopkins. At a vaccination site Tuesday in the capital of Caracas, Yoleima Cartaya reasoned that a vaccine, regardless of brand, is better than no vaccine. ""I think the best thing is to have it,""",2021-07-03,ncadvertiser.com,Global,,,-0.2,0.4875,0.14375,0.0677070707070707,positive,positive,2021-07-02,2021-07-04,0.01193732782369146,0.11856363636363636
